author,author-pid,paper,top_venue_count,co-author-pid,total_weight,weight,closeness_centrality,normalized_degree_centrality,year
Vijay Chandrasekhar 0001,49/5139,conf/accv/GengLZKAC18,1,149/3281,94,3,0.2971747680667727,0.0011049593868650892,2018.0
Vijay Chandrasekhar 0001,49/5139,journals/corr/abs-1901-02064,1,16/7565,94,2,0.2971747680667727,0.0011049593868650892,2019.0
Vijay Chandrasekhar 0001,49/5139,journals/corr/abs-1901-02064,1,45/1217,94,2,0.2971747680667727,0.0011049593868650892,2019.0
Lile Cai,140/1442,journals/corr/abs-1811-12065,1,230/7953,18,2,0.2409562296119577,0.00021158796769757027,2018.0
Lile Cai,140/1442,journals/corr/abs-1811-12065,1,230/7796,18,2,0.2409562296119577,0.00021158796769757027,2018.0
Chuan Sheng Foo,73/1823,journals/corr/abs-1811-12065,1,230/7953,34,2,0.2649215780739789,0.0003996661612065216,2018.0
Chuan Sheng Foo,73/1823,journals/corr/abs-1811-12065,1,230/7796,34,2,0.2649215780739789,0.0003996661612065216,2018.0
Jie Lin 0001,88/6731-1,journals/corr/abs-1811-12065,1,230/7953,68,2,0.2898304588445433,0.0007993323224130432,2018.0
Jie Lin 0001,88/6731-1,journals/corr/abs-1811-12065,1,230/7796,68,2,0.2898304588445433,0.0007993323224130432,2018.0
Vijay Ramaseshan Chandrasekhar,49/5139,journals/corr/abs-1811-12065,1,230/7953,94,2,0.2971747680667727,0.0011049593868650892,2018.0
Vijay Ramaseshan Chandrasekhar,49/5139,journals/corr/abs-1811-12065,1,230/7796,94,2,0.2971747680667727,0.0011049593868650892,2018.0
Xue Geng,149/3281,conf/accv/GengLZKAC18,1,95/2469,25,1,0.2729880302278118,0.0002938721773577365,2018.0
Jie Lin 0001,88/6731-1,conf/accv/GengLZKAC18,1,95/2469,68,1,0.2898304588445433,0.0007993323224130432,2018.0
Bin Zhao,73/4325,conf/accv/GengLZKAC18,1,95/2469,23,1,0.253456929222575,0.00027036240316911757,2018.0
Vijay Chandrasekhar 0001,49/5139,conf/accv/GengLZKAC18,1,95/2469,94,1,0.2971747680667727,0.0011049593868650892,2018.0
Rick Siow Mong Goh,24/2670,journals/access/ZhuGN20,1,20/6325,62,1,0.3221900328765339,0.0007288029998471865,2020.0
Rick Siow Mong Goh,24/2670,journals/access/ZhuGN20,1,n/WeeKeongNg,62,1,0.3221900328765339,0.0007288029998471865,2020.0
Linhong Zhu,23/6504,conf/dasfaa/ZhuNH11,2,n/WeeKeongNg,27,2,0.2980786604830452,0.00031738195154635537,2011.0
James Cheng,829619,journals/is/ZhuNC11,5,n/WeeKeongNg,72,1,0.2838380362468456,0.0008463518707902811,2011.0
Linhong Zhu,23/6504,conf/dasfaa/ZhuNH11,2,83/2211,27,1,0.2980786604830452,0.00031738195154635537,2011.0
Byron Choi,07/1560,journals/tkde/BramandiaCN10,8,39/924,133,1,0.298780487804878,0.001563399983543158,2010.0
Byron Choi,07/1560,journals/tkde/BramandiaCN10,8,n/WeeKeongNg,133,1,0.298780487804878,0.001563399983543158,2010.0
Alvin Chan,163/6518,journals/corr/abs-2103-04246,1,287/4802,43,1,0.295648018160638,0.0005054601450553067,2021.0
Alvin Chan,163/6518,journals/corr/abs-2103-04246,1,287/5048,43,1,0.295648018160638,0.0005054601450553067,2021.0
Alvin Chan,163/6518,journals/corr/abs-2103-04246,1,287/4961,43,1,0.295648018160638,0.0005054601450553067,2021.0
Alvin Chan,163/6518,journals/corr/abs-2103-04246,1,79/10597,43,1,0.295648018160638,0.0005054601450553067,2021.0
Puay Siew Tan,53/1471,conf/cec/BaliGFOT17,1,202/8331,112,2,0.3130693319838056,0.0013165473545626593,2017.0
Puay Siew Tan,53/1471,conf/cec/HandokoLGOHS15,1,18/6404-1,112,5,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,conf/smc/NguyenLTCO13,1,64/4136,112,16,0.3130693319838056,0.0013165473545626593,2013.0
Ivor W. Tsang,35/5873,conf/ijcai/0001LLOT18,3,54/6677-3,161,4,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/ijcai/0001LLOT18,3,136/1805,161,6,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,journals/corr/abs-1901-00248,3,21/8587-2,161,3,0.3318803648068669,0.001892536822183823,2019.0
Ivor W. Tsang,35/5873,journals/tnn/00030OT0P20,3,98/2506,161,1,0.3318803648068669,0.001892536822183823,2020.0
Vladimir Pavlovic,98/2506,journals/tnn/00030OT0P20,1,54/6677-3,35,1,0.2958247407274574,0.0004114210483008311,2020.0
Vladimir Pavlovic,98/2506,journals/tnn/00030OT0P20,1,136/1805,35,1,0.2958247407274574,0.0004114210483008311,2020.0
Vladimir Pavlovic,98/2506,journals/tnn/00030OT0P20,1,35/5873,35,1,0.2958247407274574,0.0004114210483008311,2020.0
Vladimir Pavlovic,98/2506,journals/tnn/00030OT0P20,1,21/8587-2,35,1,0.2958247407274574,0.0004114210483008311,2020.0
Vladimir Pavlovic,98/2506,journals/tnn/00030OT0P20,1,64/4136,35,1,0.2958247407274574,0.0004114210483008311,2020.0
Ivor W. Tsang,35/5873,journals/corr/abs-1901-00248,3,160/1496,161,2,0.3318803648068669,0.001892536822183823,2019.0
Ivor W. Tsang,35/5873,journals/corr/abs-1901-00248,3,167/2123,161,2,0.3318803648068669,0.001892536822183823,2019.0
Yi Tay,188/6350,journals/corr/abs-1912-10185,9,64/4136,209,6,0.312634238787113,0.002456771402710677,2019.0
Aston Zhang,142/9150,journals/corr/abs-2010-02684,1,64/4136,50,3,0.2876656591490351,0.000587744354715473,2020.0
Alvin Chan,163/6518,journals/corr/abs-2006-03535,1,266/9615,43,1,0.295648018160638,0.0005054601450553067,2020.0
Aston Zhang,142/9150,journals/corr/abs-2006-03535,1,266/9615,50,1,0.2876656591490351,0.000587744354715473,2020.0
Chi Keong Goh,55/6071,journals/cim/MinSGOG17,1,207/0370,38,2,0.2967026378896882,0.0004466857095837594,2017.0
Chi Keong Goh,55/6071,conf/iconip/ChandraGOG16,1,18/6404-1,38,4,0.2967026378896882,0.0004466857095837594,2016.0
Chi Keong Goh,55/6071,journals/eswa/GohTCO10,1,64/4136,38,6,0.2967026378896882,0.0004466857095837594,2010.0
Ivor Wai-Hung Tsang,35/5873,journals/tnn/DengLOTCZ19,3,134/9294,161,1,0.3318803648068669,0.001892536822183823,2019.0
Ivor Wai-Hung Tsang,35/5873,journals/tnn/DengLOTCZ19,3,33/291,161,1,0.3318803648068669,0.001892536822183823,2019.0
Ivor Wai-Hung Tsang,35/5873,journals/tnn/DengLOTCZ19,3,13/3479-21,161,1,0.3318803648068669,0.001892536822183823,2019.0
Ivor Wai-Hung Tsang,35/5873,journals/tnn/DengLOTCZ19,3,71/4472,161,1,0.3318803648068669,0.001892536822183823,2019.0
Han Hu 0003,59/3754-3,conf/mm/LiHL0020,3,57/5272-2,156,7,0.3361635647330526,0.0018337623867122755,2020.0
Han Hu 0003,59/3754-3,journals/access/HuLWOZ18,3,14/3612,156,1,0.3361635647330526,0.0018337623867122755,2018.0
Han Hu 0003,59/3754-3,journals/access/HuLWOZ18,3,64/4136,156,1,0.3361635647330526,0.0018337623867122755,2018.0
Yong Luo 0002,57/5272-2,conf/mm/LiHL0020,4,59/3754-3,161,7,0.304563217329764,0.001892536822183823,2020.0
Yong Luo 0002,57/5272-2,journals/corr/abs-1810-02832,4,14/3612,161,4,0.304563217329764,0.001892536822183823,2018.0
Yong Luo 0002,57/5272-2,journals/tnn/LuoTXXLW13,4,33/885,161,40,0.304563217329764,0.001892536822183823,2013.0
Yong Luo 0002,57/5272-2,conf/ijcai/0001LLOT18,4,64/4136,161,2,0.304563217329764,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/aaai/0001LTSO18,3,53/367,161,2,0.3318803648068669,0.001892536822183823,2018.0
Yong Luo 0002,57/5272-2,conf/ijcai/0001LLOT18,4,136/1805,161,1,0.304563217329764,0.001892536822183823,2018.0
Yong Luo 0002,57/5272-2,conf/ijcai/0001LLOT18,4,54/6677-3,161,1,0.304563217329764,0.001892536822183823,2018.0
Yong Luo 0002,57/5272-2,conf/ijcai/0001LLOT18,4,35/5873,161,1,0.304563217329764,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/ijcai/0001LLOT18,3,57/5272-2,161,1,0.3318803648068669,0.001892536822183823,2018.0
Chi Keong Goh,55/6071,journals/cim/MinSGOG17,1,37/5809,38,1,0.2967026378896882,0.0004466857095837594,2017.0
Puay Siew Tan,53/1471,conf/ieem/GuoHTOT15,1,166/4379,112,7,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,conf/smc/ChenOTZL13,1,128/0928,112,7,0.3130693319838056,0.0013165473545626593,2013.0
Puay Siew Tan,53/1471,conf/cec/JiangFYHOZTC16,1,1381166,112,3,0.3130693319838056,0.0013165473545626593,2016.0
Chi Keong Goh,55/6071,conf/cec/GohLMOD11,1,25/889,38,2,0.2967026378896882,0.0004466857095837594,2011.0
Chi Keong Goh,55/6071,conf/atal/XiGDSZ15,1,d/PSDutta,38,3,0.2967026378896882,0.0004466857095837594,2015.0
Puay Siew Tan,53/1471,journals/ijon/DengOTZ16,1,134/9294,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Puay Siew Tan,53/1471,journals/ijon/DengOTZ16,1,71/4472,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Ivor W. Tsang,35/5873,conf/icml/ZhaiTTO12,3,124/8986,161,3,0.3318803648068669,0.001892536822183823,2012.0
Puay Siew Tan,53/1471,journals/tits/KimOHTZ15,1,44/6596,112,2,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,journals/tits/KimOCT16,1,60237,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Puay Siew Tan,53/1471,journals/tcyb/JiangZOZT15,1,1095942,112,4,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,conf/smc/NguyenLTCO13,1,95/9199,112,4,0.3130693319838056,0.0013165473545626593,2013.0
Puay Siew Tan,53/1471,conf/cec/JiangFYHOZTC16,1,55/408,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Puay Siew Tan,53/1471,conf/cec/JiangFYHOZTC16,1,96/106,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Puay Siew Tan,53/1471,conf/cec/HengNJTGDO16,1,174/7703,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Chi Keong Goh,55/6071,conf/iconip/ChandraGOG16,1,61/3388,38,1,0.2967026378896882,0.0004466857095837594,2016.0
Puay Siew Tan,53/1471,conf/uksim/LimZGOT16,1,191/5982,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Puay Siew Tan,53/1471,conf/uksim/LimZGOT16,1,83/2847,112,1,0.3130693319838056,0.0013165473545626593,2016.0
Peilin Zhao,84/8411,conf/aaai/DingZHO15,2,64/4136,83,2,0.3263112781459137,0.0009756556288276851,2015.0
Steven C. H. Hoi,h/StevenCHHoi,conf/aaai/DingZHO15,6,64/4136,190,2,0.3360494330141916,0.002233428547918797,2015.0
Ivor Wai-Hung Tsang,35/5873,journals/corr/abs-1207-0702,3,1381166,161,4,0.3318803648068669,0.001892536822183823,2012.0
Ivor Wai-Hung Tsang,35/5873,journals/corr/abs-1207-0702,3,38/3641,161,3,0.3318803648068669,0.001892536822183823,2012.0
Puay Siew Tan,53/1471,journals/corr/abs-2010-12367,1,84/6889-2,112,3,0.3130693319838056,0.0013165473545626593,2020.0
Ivor W. Tsang,35/5873,journals/tec/FengOLT15,3,43/5957,161,1,0.3318803648068669,0.001892536822183823,2015.0
Puay Siew Tan,53/1471,conf/cec/HandokoLGOHS15,1,1771275,112,1,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,conf/cec/HandokoLGOHS15,1,27/6572,112,1,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,conf/ieem/GuoHTOT15,1,25/3038,112,1,0.3130693319838056,0.0013165473545626593,2015.0
Puay Siew Tan,53/1471,conf/ieem/GuoHTOT15,1,78/4473,112,1,0.3130693319838056,0.0013165473545626593,2015.0
Ivor W. Tsang,35/5873,conf/pkdd/SeahTOL10,3,69/8354,161,8,0.3318803648068669,0.001892536822183823,2010.0
Puay Siew Tan,53/1471,conf/smc/NguyenLTCO13,1,25/729,112,3,0.3130693319838056,0.0013165473545626593,2013.0
Puay Siew Tan,53/1471,conf/smc/NguyenLTCO13,1,119/3963,112,3,0.3130693319838056,0.0013165473545626593,2013.0
Puay Siew Tan,53/1471,conf/smc/LiTYNOC13,1,141/7810,112,1,0.3130693319838056,0.0013165473545626593,2013.0
Ivor W. Tsang,35/5873,conf/cec/SeahOTJ12,3,1095942,161,1,0.3318803648068669,0.001892536822183823,2012.0
Ivor W. Tsang,35/5873,journals/jmlr/ZhouPMT12,3,78/9363,161,2,0.3318803648068669,0.001892536822183823,2012.0
Ivor Wai-Hung Tsang,35/5873,journals/ijcbdd/TjhiLHTOBR11,3,46/6005,161,1,0.3318803648068669,0.001892536822183823,2011.0
Ivor W. Tsang,35/5873,conf/pkdd/SeahTOL10,3,48/6213,161,2,0.3318803648068669,0.001892536822183823,2010.0
Ivor Wai-Hung Tsang,35/5873,journals/ijcbdd/TjhiLHTOBR11,3,23/6574,161,1,0.3318803648068669,0.001892536822183823,2011.0
Ivor Wai-Hung Tsang,35/5873,journals/ijcbdd/TjhiLHTOBR11,3,51/9865,161,1,0.3318803648068669,0.001892536822183823,2011.0
Ivor Wai-Hung Tsang,35/5873,journals/ijcbdd/TjhiLHTOBR11,3,476644,161,1,0.3318803648068669,0.001892536822183823,2011.0
Chi Keong Goh,55/6071,conf/cec/GohLMOD11,1,19/10086,38,1,0.2967026378896882,0.0004466857095837594,2011.0
Chi Keong Goh,55/6071,journals/eswa/GohTCO10,1,t/KayChenTan,38,1,0.2967026378896882,0.0004466857095837594,2010.0
Chi Keong Goh,55/6071,journals/eswa/GohTCO10,1,42/3409,38,1,0.2967026378896882,0.0004466857095837594,2010.0
Haoliang Li,121/0867,conf/cvpr/LiPWK18,1,58/9145-1,32,2,0.3156652634264574,0.0003761563870179027,2018.0
Haoliang Li,121/0867,conf/cvpr/LiPWK18,1,80/5412,32,3,0.3156652634264574,0.0003761563870179027,2018.0
Shiqi Wang 0001,58/9145-1,conf/cvpr/LiPWK18,2,121/0867,144,2,0.3049761207826221,0.0016927037415805622,2018.0
Shiqi Wang 0001,58/9145-1,conf/cvpr/LiPWK18,2,80/5412,144,2,0.3049761207826221,0.0016927037415805622,2018.0
Alex C. Kot,k/AlexChiChungKot,conf/cvpr/LiPWK18,3,80/5412,139,3,0.3417935702199661,0.0016339293061090148,2018.0
Wenya Wang,62/7948,journals/corr/WangPDX16,1,80/5412,27,15,0.2655969087933024,0.00031738195154635537,2016.0
Wenya Wang,62/7948,conf/emnlp/WuWP20,1,278/7916,27,1,0.2655969087933024,0.00031738195154635537,2020.0
Jianda Chen,176/6660,conf/nips/ChenCP20,1,189/9141,6,1,0.261264352646166,7.052932256585676e-05,2020.0
Jianda Chen,176/6660,conf/ijcai/YinCP18,1,80/5412,6,3,0.261264352646166,7.052932256585676e-05,2018.0
Shangyu Chen,189/9141,conf/nips/ChenCP20,3,176/6660,12,1,0.2534828928498258,0.00014105864513171352,2020.0
Shangyu Chen,189/9141,journals/corr/DongCP17,3,80/5412,12,6,0.2534828928498258,0.00014105864513171352,2017.0
Masashi Sugiyama,35/1228,conf/acml/2020,1,80/5412,32,1,0.2686534755584507,0.0003761563870179027,2020.0
Raymond Chi-Wing Wong,w/RaymondChiWingWong,conf/pakdd/2020-2,7,00/2494,91,2,0.2825416761817766,0.0010696947255821607,2020.0
Raymond Chi-Wing Wong,w/RaymondChiWingWong,conf/pakdd/2020-2,7,92/2820,91,2,0.2825416761817766,0.0010696947255821607,2020.0
Raymond Chi-Wing Wong,w/RaymondChiWingWong,conf/pakdd/2020-2,7,l/EePengLim,91,2,0.2825416761817766,0.0010696947255821607,2020.0
Raymond Chi-Wing Wong,w/RaymondChiWingWong,conf/pakdd/2020-2,7,00/5480,91,2,0.2825416761817766,0.0010696947255821607,2020.0
Raymond Chi-Wing Wong,w/RaymondChiWingWong,conf/pakdd/2020-2,7,80/5412,91,2,0.2825416761817766,0.0010696947255821607,2020.0
Ee-Peng Lim,l/EePengLim,conf/pakdd/2020-2,1,00/2494,78,2,0.3128120852032109,0.0009168811933561378,2020.0
Ee-Peng Lim,l/EePengLim,conf/pakdd/2020-2,1,w/RaymondChiWingWong,78,2,0.3128120852032109,0.0009168811933561378,2020.0
Ee-Peng Lim,l/EePengLim,conf/pakdd/2020-2,1,92/2820,78,2,0.3128120852032109,0.0009168811933561378,2020.0
Ee-Peng Lim,l/EePengLim,conf/pakdd/2020-2,1,00/5480,78,2,0.3128120852032109,0.0009168811933561378,2020.0
Ee-Peng Lim,l/EePengLim,conf/pakdd/2020-2,1,80/5412,78,2,0.3128120852032109,0.0009168811933561378,2020.0
Joey Tianyi Zhou,123/5110,journals/jmlr/ZhouPMT12,2,80/5412,103,9,0.3349576988155668,0.0012107533707138743,2012.0
Ivor W. Tsang,35/5873,journals/tnn/PanTKY11,3,80/5412,161,11,0.3318803648068669,0.001892536822183823,2011.0
Joey Tianyi Zhou,123/5110,conf/aistats/ZhouTPT14,2,49/2007,103,2,0.3349576988155668,0.0012107533707138743,2014.0
Shangyu Chen,189/9141,conf/nips/ChenWP19,3,62/7948,12,3,0.2534828928498258,0.00014105864513171352,2019.0
Wenya Wang,62/7948,conf/nips/ChenWP19,1,189/9141,27,3,0.2655969087933024,0.00031738195154635537,2019.0
Haoliang Li,121/0867,journals/pami/WanSLDTK20,1,191/2619,32,2,0.3156652634264574,0.0003761563870179027,2020.0
Renjie Wan,191/2619,journals/pami/WanSLDTK20,1,121/0867,31,2,0.2841068917018284,0.00036440149992359323,2020.0
Renjie Wan,191/2619,conf/icip/WanSHK16,1,k/AlexChiChungKot,31,8,0.2841068917018284,0.00036440149992359323,2016.0
Renjie Wan,191/2619,conf/aaai/LiPWK19,1,80/5412,31,1,0.2841068917018284,0.00036440149992359323,2019.0
Alex C. Kot,k/AlexChiChungKot,conf/icip/WanSHK16,3,191/2619,139,8,0.3417935702199661,0.0016339293061090148,2016.0
Jianda Chen,176/6660,conf/iccv/HuangCP19,1,133/2006,6,1,0.261264352646166,7.052932256585676e-05,2019.0
Wenya Wang,62/7948,journals/corr/WangPDX16,1,12/1632,27,5,0.2655969087933024,0.00031738195154635537,2016.0
Wei-Chian Tan,55/8652,conf/case/TanCPT16,1,47/5294,13,3,0.2779790490633864,0.00015281353222602298,2016.0
Wei-Chian Tan,55/8652,conf/case/TanCPT16,1,190/3001,13,2,0.2779790490633864,0.00015281353222602298,2016.0
Wei-Chian Tan,55/8652,conf/case/TanCPT16,1,80/5412,13,3,0.2779790490633864,0.00015281353222602298,2016.0
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,218/6940,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,193/2215,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouDDPYPTLQG18,2,29/4867-26,103,1,0.3349576988155668,0.0012107533707138743,2018.0
Joey Tianyi Zhou,123/5110,journals/corr/ZhouXPTQG16,2,95/6861,103,3,0.3349576988155668,0.0012107533707138743,2016.0
Joey Tianyi Zhou,123/5110,journals/corr/abs-2102-13558,2,24/2670,103,4,0.3349576988155668,0.0012107533707138743,2021.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,218/6940,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,193/2215,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,18/931-1,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,35/5873,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,29/4867-26,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,95/6861,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,24/2670,37,1,0.3089552704685208,0.00043493082248945,2018.0
Hao Yang,54/4089,conf/aaai/ZhouDDPYPTLQG18,2,80/5412,37,1,0.3089552704685208,0.00043493082248945,2018.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouDDPYPTLQG18,3,218/6940,161,1,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouDDPYPTLQG18,3,193/2215,161,1,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouDDPYPTLQG18,3,18/931-1,161,1,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouDDPYPTLQG18,3,54/4089,161,1,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouDDPYPTLQG18,3,29/4867-26,161,1,0.3318803648068669,0.001892536822183823,2018.0
Ivor W. Tsang,35/5873,journals/corr/ZhouXPTQG16,3,95/6861,161,3,0.3318803648068669,0.001892536822183823,2016.0
Ivor W. Tsang,35/5873,journals/corr/ZhouXPTQG16,3,24/2670,161,3,0.3318803648068669,0.001892536822183823,2016.0
Rick Siow Mong Goh,24/2670,journals/corr/abs-2102-13558,1,123/5110,62,4,0.3221900328765339,0.0007288029998471865,2021.0
Rick Siow Mong Goh,24/2670,conf/aaai/ZhouDDPYPTLQG18,1,218/6940,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/aaai/ZhouDDPYPTLQG18,1,193/2215,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/aaai/ZhouDDPYPTLQG18,1,18/931-1,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,conf/aaai/ZhouDDPYPTLQG18,1,54/4089,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,journals/corr/ZhouXPTQG16,1,35/5873,62,3,0.3221900328765339,0.0007288029998471865,2016.0
Rick Siow Mong Goh,24/2670,conf/aaai/ZhouDDPYPTLQG18,1,29/4867-26,62,1,0.3221900328765339,0.0007288029998471865,2018.0
Rick Siow Mong Goh,24/2670,journals/corr/ZhouXPTQG16,1,80/5412,62,3,0.3221900328765339,0.0007288029998471865,2016.0
Wei-Chian Tan,55/8652,conf/case/TanCPP18,1,55/4932,13,1,0.2779790490633864,0.00015281353222602298,2018.0
Jianda Chen,176/6660,conf/ijcai/YinCP18,1,130/2468,6,1,0.261264352646166,7.052932256585676e-05,2018.0
Wenya Wang,62/7948,journals/corr/WangPDX16,1,33/1903,27,3,0.2655969087933024,0.00031738195154635537,2016.0
Xiaokui Xiao,33/1903,journals/corr/WangPDX16,7,62/7948,175,3,0.3260318192298824,0.0020571052415041553,2016.0
Xiaokui Xiao,33/1903,journals/corr/WangPDX16,7,12/1632,175,3,0.3260318192298824,0.0020571052415041553,2016.0
Xiaokui Xiao,33/1903,journals/corr/WangPDX16,7,80/5412,175,3,0.3260318192298824,0.0020571052415041553,2016.0
Sulin Liu,192/1289,journals/corr/LiuPH16,1,13/7590,11,2,0.2675786002000486,0.00012930375803740405,2016.0
Qirong Ho,13/7590,journals/corr/LiuPH16,1,192/1289,7,2,0.2704888913180116,8.228420966016621e-05,2016.0
Qirong Ho,13/7590,journals/corr/LiuPH16,1,80/5412,7,2,0.2704888913180116,8.228420966016621e-05,2016.0
Xin Dong 0009,25/7257-9,journals/corr/DongCP17,1,189/9141,4,2,0.2534699103713188,4.7019548377237836e-05,2017.0
Xin Dong 0009,25/7257-9,journals/corr/DongCP17,1,80/5412,4,2,0.2534699103713188,4.7019548377237836e-05,2017.0
Shangyu Chen,189/9141,journals/corr/DongCP17,3,25/7257-9,12,2,0.2534828928498258,0.00014105864513171352,2017.0
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouPTH16,2,60/6527,103,1,0.3349576988155668,0.0012107533707138743,2016.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouPTH16,3,60/6527,161,1,0.3318803648068669,0.001892536822183823,2016.0
Joey Tianyi Zhou,123/5110,journals/corr/ZhouXPTQG16,2,15/10654,103,2,0.3349576988155668,0.0012107533707138743,2016.0
Ivor W. Tsang,35/5873,journals/corr/ZhouXPTQG16,3,15/10654,161,2,0.3318803648068669,0.001892536822183823,2016.0
Rick Siow Mong Goh,24/2670,journals/corr/ZhouXPTQG16,1,15/10654,62,2,0.3221900328765339,0.0007288029998471865,2016.0
Linhong Zhu,23/6504,conf/asunam/ZhuGPLDS13,2,35/5676,27,2,0.2980786604830452,0.00031738195154635537,2013.0
Linhong Zhu,23/6504,conf/asunam/ZhuGPLDS13,2,36/4118,27,2,0.2980786604830452,0.00031738195154635537,2013.0
Linhong Zhu,23/6504,conf/asunam/ZhuGPLDS13,2,18/10459,27,2,0.2980786604830452,0.00031738195154635537,2013.0
Linhong Zhu,23/6504,conf/asunam/ZhuGPLDS13,2,s/CyrusShahabi,27,2,0.2980786604830452,0.00031738195154635537,2013.0
Linhong Zhu,23/6504,conf/asunam/ZhuGPLDS13,2,80/5412,27,2,0.2980786604830452,0.00031738195154635537,2013.0
Joo-Hwee Lim,56/432,journals/pr/LiGLP14,1,136/9338,99,1,0.3089263420724095,0.0011637338223366364,2014.0
Joo-Hwee Lim,56/432,journals/pr/LiGLP14,1,80/5412,99,1,0.3089263420724095,0.0011637338223366364,2014.0
Philip S. Yu,y/PhilipSYu,journals/tkde/LongWDPY14,3,74/9023,89,1,0.3209260099863822,0.0010461849513935418,2014.0
Philip S. Yu,y/PhilipSYu,journals/tkde/LongWDPY14,3,06/3456-1,89,1,0.3209260099863822,0.0010461849513935418,2014.0
Philip S. Yu,y/PhilipSYu,journals/tkde/LongWDPY14,3,51/740,89,1,0.3209260099863822,0.0010461849513935418,2014.0
Philip S. Yu,y/PhilipSYu,journals/tkde/LongWDPY14,3,80/5412,89,1,0.3209260099863822,0.0010461849513935418,2014.0
Li Cheng 0001,13/4938-1,journals/tnn/ChengP14,1,80/5412,12,1,0.2950751252086811,0.00014105864513171352,2014.0
Joey Tianyi Zhou,123/5110,conf/aaai/ZhouPTY14,2,13/3953-6,103,1,0.3349576988155668,0.0012107533707138743,2014.0
Ivor W. Tsang,35/5873,conf/aaai/ZhouPTY14,3,13/3953-6,161,1,0.3318803648068669,0.001892536822183823,2014.0
Ivor W. Tsang,35/5873,conf/icml/TanTWVP14,3,58/6810-33,161,1,0.3318803648068669,0.001892536822183823,2014.0
Ivor W. Tsang,35/5873,conf/icml/TanTWVP14,3,43/8221,161,1,0.3318803648068669,0.001892536822183823,2014.0
Jian Su,91/1388,journals/tois/PanTS13,1,124/3139,24,1,0.2815931721194879,0.00028211729026342703,2013.0
Jian Su,91/1388,conf/ijcnlp/ChenSPT11,1,80/5412,24,3,0.2815931721194879,0.00028211729026342703,2011.0
Lianghao Li,117/4362,conf/kdd/LiJPS12,1,26/5593,3,1,0.2555641621482055,3.526466128292838e-05,2012.0
Lianghao Li,117/4362,conf/kdd/LiJPS12,1,75/3428,3,1,0.2555641621482055,3.526466128292838e-05,2012.0
