author,author-pid,paper,conference,year,title,Faculty,Position,Gender,Management,Area
Chee Keong Kwoh 0001,32/228,journals/jamia/0001ZWXYCTKXTAW13,,2013,Research and applications: Automatic glaucoma diagnosis through medical imaging informatics.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/jcc/OuyangZSGLK13,,2013,CovalentDock: Automated covalent docking with parameterized covalent linkage energy estimation and molecular geometry constraints.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/jcisd/LiuKL13,,2013,Binding Affinity Prediction for Protein-Ligand Complexes Based on Contacts and B Factor.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/nar/OuyangZGLK13,,2013,CovalentDock Cloud: a web server for automated covalent docking.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/bcb/WuLZLKZ13,BCB,2013,Meta-analysis of Genomic and Proteomic Features to Predict Synthetic Lethality of Yeast and Human Cancer.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bioinformatics/YangLMKN12,,2012,Positive-unlabeled learning for disease gene identification.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,journals/cma/EllabaanHOKBEM12,,2012,A tree-structured covalent-bond-driven molecular memetic algorithm for optimization of ring-deficient molecules.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,journals/cma/EllabaanHOKBEM12,,2012,A tree-structured covalent-bond-driven molecular memetic algorithm for optimization of ring-deficient molecules.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/jcb/WuLKNW12,,2012,Discovery of Protein Complexes with Core-Attachment Structures from Tandem Affinity Purification (TAP) Data.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/tcbb/HandokoOSKO12,,2012,QuickVina: Accelerating AutoDock Vina Using Gradient-Based Heuristics for Global Optimization.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,journals/tcbb/HandokoOSKO12,,2012,QuickVina: Accelerating AutoDock Vina Using Gradient-Based Heuristics for Global Optimization.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,journals/tcbb/HandokoOSKO12a,,2012,"Erratum to ""QuickVina: Accelerating AutoDock Vina Using Gradient-Based Heuristics for Global Optimization"".",Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,journals/tcbb/HandokoOSKO12a,,2012,"Erratum to ""QuickVina: Accelerating AutoDock Vina Using Gradient-Based Heuristics for Global Optimization"".",Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,conf/bcb/WuKZL12,BCB,2012,NetPipe: a network-based pipeline for discovery of genes and protein complexes regulating meiotic recombination hotspots.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/bcb/WuKPLZ12,BCB,2012,Integration of genomic and epigenomic features to predict meiotic recombination hotspots in human and mouse.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/icpads/OuyangK12,ICPADS,2012,GPU Accelerated Molecular Docking with Parallel Genetic Algorithm.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/kdd/MeiKYLZ12,BIOKDD,2012,Globalized bipartite local model for drug-target interaction prediction.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/wsc/ZhangLKFLG12,Winter Simulation Conference,2012,"A contact-network-based simulation model for evaluating interventions under ""what-if"" scenarios in epidemic.",Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/procedia/ChanMK12,CSBio,2012,Preface: Computational Systems-Biology and Bioinformatics.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/procedia/ZhangXLK12,CSBio,2012,Identify Predictive SNP groups in Genome Wide Association Study: A Sparse Learning Approach.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/procedia/EzzatK12,CSBio,2012,Comparison of Structure-based Tools for the Prediction of Ligand Binding Site Residues in Apo-structures.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/csbio/2012,CSBio,2012,"Proceedings of the 3rd International Conference on Computational Systems-Biology and Bioinformatics, CSBio 2012, Bangkok, Thailand, October 3-5, 2012",Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bioinformatics/XieKLW11,,2011,Construction of co-complex score matrix for protein complex prediction from AP-MS data.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bioinformatics/LiuHSLKWL11,,2011,Structural analysis of the hot spots in the binding between H1N1 HA and the 2D1 antibody: do mutations of H1N1 from 1918 to 2009 affect much on this binding?,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/entropy/ZhengK11,,2011,A Feature Subset Selection Method Based On High-Dimensional Mutual Information.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/ijkdb/LeKLT11,,2011,Trend Analysis of Length of Stay Data via Phase-Type Models.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/bcb/KwohC11,BCB,2011,"Phylogenetic and mutational analysis of 2008, 2009 & 2010 neuraminidase of H1N1 influenza A.",Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/bibm/WuKPLZ11,BIBM,2011,Prediction of Trans-regulators of Recombination Hotspots in Mouse Genome.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/cec/HandokoKOC11,IEEE Congress on Evolutionary Computation,2011,Classification-assisted memetic algorithms for solving optimization problems with restricted equality constraint function mapping.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,conf/cec/HandokoKOC11,IEEE Congress on Evolutionary Computation,2011,Classification-assisted memetic algorithms for solving optimization problems with restricted equality constraint function mapping.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,conf/embc/ZhangKLYWCBAW11,EMBC,2011,MRMR optimized classification for automatic glaucoma diagnosis.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/embc/TanZLKOTKTAVW11,EMBC,2011,A hybrid framework for genome wide epistasis discovery.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/icdm/LeKTL11,ICDM Workshops,2011,Analyzing Trends of Hospital Length of Stay Using Phase-Type Distributions.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bioinformatics/WirawanKS10,,2010,Multi-threaded vectorized distance matrix computation on the CELL/BE and x86/SSE2 architectures.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bmcbi/WuLCKN10,,2010,Integrating diverse biological and computational sources for reliable protein-protein interactions.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/tec/HandokoKO10,,2010,Feasibility Structure Modeling: An Effective Chaperone for Constrained Memetic Algorithms.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,journals/tec/HandokoKO10,,2010,Feasibility Structure Modeling: An Effective Chaperone for Constrained Memetic Algorithms.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,conf/bibm/ChinhHKSL10,BIBM,2010,A possible mutation that enables H1N1 influenza a virus to escape antibody recognition.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/bibm/BaskaranKK10,BIBM,2010,Outcomes of gene association analysis of cancer microarray data are impacted by pre-processing algorithms.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/csbio/WirawanKHK10,CSBio,2010,INVERTER: INtegrated Variable numbER Tandem rEpeat findeR.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/csbio/RamadossK10,CSBio,2010,A Vaccine Strategy for Plant Allergy by RNA Interference - An in Silico Approach.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bmcbi/WuLKN09,,2009,A core-attachment based method to detect protein complexes in PPI networks.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/ploscb/EisenhaberKNSW09,,2009,Brief Overview of Bioinformatics Activities in Singapore.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/sp/WirawanSZK09,,2009,High performance protein sequence database scanning on the Cell Broadband Engine.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/ausai/HandokoKO09,Australasian Conference on Artificial Intelligence,2009,Classification-Assisted Memetic Algorithms for Equality-Constrained Optimization Problems.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,conf/ausai/HandokoKO09,Australasian Conference on Artificial Intelligence,2009,Classification-Assisted Memetic Algorithms for Equality-Constrained Optimization Problems.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,conf/iccS/WirawanSK09,ICCS (1),2009,Pairwise Distance Matrix Computation for Multiple Sequence Alignment on the Cell Broadband Engine.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/smc/ZhangFGKL09,SMC,2009,A GA-SVM Feature Selection Model Based on High Performance Computing Techniques.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bmcbi/WirawanKHS08,,2008,CBESW: Sequence Alignment on the Playstation 3.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/bmcbi/ZhangKSHLKAB08,,2008,Hotspot Hunter: a computational system for large-scale screening and selection of candidate immunological hotspots in pathogen proteomes.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/ijbra/ZhouHK08,,2008,Extracting Protein-Protein Interactions from MEDLINE using the Hidden Vector State model.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/cec/HandokoKOL08,IEEE Congress on Evolutionary Computation,2008,A study on constrained MA using GA and SQP: Analytical vs. finite-difference gradients.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,conf/cec/HandokoKOL08,IEEE Congress on Evolutionary Computation,2008,A study on constrained MA using GA and SQP: Analytical vs. finite-difference gradients.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,conf/smc/HandokoKO08,SMC,2008,Using classification for constrained memetic algorithm: A new paradigm.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,conf/smc/HandokoKO08,SMC,2008,Using classification for constrained memetic algorithm: A new paradigm.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,series/sci/ZhouHK08,Computational Intelligence in Biomedicine and Bioinformatics,2008,From Biomedical Literature to Knowledge: Mining Protein-Protein Interactions.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/artmed/ZhouHK07,,2007,Semi-supervised learning of the hidden vector state model for extracting protein-protein interactions.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/cidm/ZhouHK07,CIDM,2007,Semi-supervised Learning of the Hidden Vector State Model for Protein-Protein Interactions Extraction.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/iccS/ZhouHK07,International Conference on Computational Science (2),2007,Training the Hidden Vector State Model from Un-annotated Corpus.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/ppam/WirawanKS07,PPAM,2007,Parallel DNA Sequence Alignment on the Cell Broadband Engine.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/prib/ZhouHKW07,PRIB,2007,Ant-MST: An Ant-Based Minimum Spanning Tree for Gene Expression Data Clustering.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/ijdmb/ZhengK06,,2006,Dynamic algorithm for inferring qualitative models of Gene Regulatory Networks.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/jcp/ZhengK06,,2006,Cancer Classification With MicroRNA Expression Patterns Found By An Information Theory Approach.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/icarcv/SeahKBSN06,ICARCV,2006,Functional Prediction of Snake Neurotoxins.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/iccS/ZhouHK06,International Conference on Computational Science (2),2006,Extracting Protein-Protein Interactions from the Literature Using the Hidden Vector State Model.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/isnn/HandokoKSZB06,ISNN (2),2006,Extreme Learning Machine for Predicting HLA-Peptide Binding.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Yew-Soon Ong,64/4136,conf/isnn/HandokoKSZB06,ISNN (2),2006,Extreme Learning Machine for Predicting HLA-Peptide Binding.,Ong Yew Soon,Professor,M,Y,AI/ML
Chee Keong Kwoh 0001,32/228,conf/pakdd/ZhengK06,BioDM,2006,Informative MicroRNA Expression Patterns for Cancer Classification.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,journals/cgf/ZhaoLK05,,2005,3D Posture Reconstruction and Human Animation from 2D Feature Points.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,journals/ijig/ZhaoLK05,,2005,Human Posture Reconstruction And Animation From Monocular Images Based On Genetic Algorithms.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,journals/isb/SakharkarCCKKS05,,2005,u-Genome: A Database on Genome Design in Unicellular Genomes.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,conf/csb/YunK05,CSB,2005,Identifying Simple Discriminatory Gene Vectors with an Information Theory Approach.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,conf/csb/YunK04,CSB,2004,Dynamic Algorithm for Inferring Qualitative Models of Gene Regulatory Networks.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,conf/icarcv/YunK04,ICARCV,2004,Reconstructing Boolean networks from noisy gene expression data.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,conf/iccvg/ZhaoLK04,ICCVG,2004,Motion Recovery Based on Feature Extraction from 2D Images.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee Keong Kwoh 0001,32/228,conf/icpr/ZhouK04a,ICPR (3),2004,The Pattern Classification Based on the Nearest Feature Midpoints.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Kwoh Chee Keong,32/228,conf/icpr/YingK04,ICPR (3),2004,Fast Leave-One-Out Evaluation and Improvement on Inference for LS-SVMs.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,journals/cg/QingsongKN01,,2001,Convex object based volume visualization: a formal proof and example.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,journals/ress/FeiNCK01,,2001,The safety issues of medical robotics.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,journals/tbe/HoNTKC01,,2001,Computer-assisted transurethral laser resection of the prostate (CALRP): theoretical and experimental motion plan.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,conf/miar/QingsongKN01,MIAR,2001,Interactive Surgical Planning Using Context Based Volume Visualization Techniques.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,conf/miccai/ChanKTN99,MICCAI,1999,Tessellated Surface Reconstruction from 2D Contours.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,journals/aei/KwohG98,,1998,Probabilistic reasoning and multiple-expert methodology for correlated objective data.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,conf/kes/KwohG97,KES (2),1997,Choice of error cost function for training unobservable nodes in Bayesian networks.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,journals/ai/KwohG96,,1996,Using Hidden Nodes in Bayesian Networks.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Chee-Keong Kwoh 0001,32/228,conf/caip/KwohG95,CAIP,1995,Estimating the initial values of unobservable variables in visual probabilistic networks.,Kwoh Chee Keong,Associate Professor,M,N,Bioinformatics
Jun Zhao 0007,47/2026-7,journals/ijon/Wang0HYRL21,,2021,Local Differential Privacy for data collection and analysis.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/ijon/Wang0HYRL21,,2021,Local Differential Privacy for data collection and analysis.,Lam Kwok Yan,Professor,M,N,Cyber Security
Wee Keong Ng,n/WeeKeongNg,journals/corr/abs-2101-04194,,2021,Protecting Big Data Privacy Using Randomized Tensor Network Decomposition and Dispersed Tensor Computation.,Ng Wee Keong,Associate Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/corr/abs-2101-04194,,2021,Protecting Big Data Privacy Using Randomized Tensor Network Decomposition and Dispersed Tensor Computation.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/access/LiLLW20,,2020,Resource Allocation in Satellite-Based Internet of Things Using Pattern Search Method.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/fgcs/MaHL20,,2020,Blockchain-based mechanism for fine-grained authorization in data crowdsourcing.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/sj/LiLJZLW20,,2020,Spectrum Optimization for Satellite Communication Systems With Heterogeneous User Preferences.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/tii/LiLLSHW20,,2020,Advances and Emerging Challenges in Cognitive Internet-of-Things.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/tkde/YiBRLNB20,,2020,Privacy-Preserving User Profile Matching in Social Networks.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/wc/LiLCZ20,,2020,Spectral Efficiency Enhancement in Satellite Mobile Communications: A Game-Theoretical Approach.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/aces/ChimelezeJIL20,ACeS,2020,"A Review on Malware Variants Detection Techniques for Threat Intelligence in Resource Constrained Devices: Existing Approaches, Limitations and Future Direction.",Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/ccs/GondesenML20,CPSS@AsiaCCS,2020,Feasibility of PUF-Based Authentication on ATtiny Devices with Off-the-Shelf SRAM.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/icaiic/LiL20,ICAIIC,2020,Resource Optimization in Satellite-Based Internet of Things.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/icassp/LiLLK20,ICASSP,2020,Unseen Face Presentation Attack Detection with Hypersphere Loss.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,conf/icdcs/ZhaoTLWLX20,ICDCS,2020,An Analysis of Blockchain Consistency in Asynchronous Networks: Deriving a Neat Bound.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,conf/icdcs/ZhaoTLWLX20,ICDCS,2020,An Analysis of Blockchain Consistency in Asynchronous Networks: Deriving a Neat Bound.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/provsec/2020,ProvSec,2020,"Provable and Practical Security - 14th International Conference, ProvSec 2020, Singapore, November 29 - December 1, 2020, Proceedings",Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/corr/abs-2007-12557,,2020,MPC-enabled Privacy-Preserving Neural Network Training against Malicious Attack.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,journals/corr/abs-2008-03686,,2020,Local Differential Privacy and Its Applications: A Comprehensive Survey.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/corr/abs-2008-03686,,2020,Local Differential Privacy and Its Applications: A Comprehensive Survey.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/corr/abs-2010-08730,,2020,Secure Weighted Aggregation in Federated Learning.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,journals/corr/abs-2010-08730,,2020,Secure Weighted Aggregation in Federated Learning.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2011-14197,,2020,Privacy-Preserving Federated Learning for UAV-Enabled Networks: Learning-Based Joint Scheduling and Resource Management.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/corr/abs-2011-14197,,2020,Privacy-Preserving Federated Learning for UAV-Enabled Networks: Learning-Based Joint Scheduling and Resource Management.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/corr/abs-2012-10681,,2020,Blockchain-Based Approach for Securing Spectrum Trading in Multibeam Satellite Systems.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,journals/corr/abs-2012-10681,,2020,Blockchain-Based Approach for Securing Spectrum Trading in Multibeam Satellite Systems.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/corr/abs-2012-13807,,2020,Secure Hot Path Crowdsourcing with Local Differential Privacy under Fog Computing Architecture.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,journals/corr/abs-2012-13807,,2020,Secure Hot Path Crowdsourcing with Local Differential Privacy under Fog Computing Architecture.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/access/0008LML019,,2019,Trading-Based Dynamic Spectrum Access and Allocation in Cognitive Internet of Things.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/access/WangNLLGLW19,,2019,Energy Efficiency Optimization for NOMA-Based Cognitive Radio With Energy Harvesting.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/jpdc/YiTHCLYLKZ19,,2019,Efficient threshold password-authenticated secret sharing protocols for cloud computing.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/wcl/LiLHZZW19,,2019,Improving Spectrum Management for Satellite Communication Systems With Hunger Marketing.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/winet/0041LX0LW19,,2019,Spectrum pricing for cognitive radio networks with user's stochastic distribution.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/adma/0004SZCHLS19,ADMA,2019,Top-N Hashtag Prediction via Coupling Social Influence and Homophily.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/adma/BoCWZLCT19,ADMA,2019,TOM: A Threat Operating Model for Early Warning of Cyber Security Threats.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/ccs/YiL19,AsiaCCS,2019,A New Blind ECDSA Scheme for Bitcoin Transaction Anonymity.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/cisc/Lu0ZL19,Inscrypt,2019,Group Signatures with Decentralized Tracing.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/cvcbt/SunXYL19,CVCBT,2019,BitVis: An Interactive Visualization System for Bitcoin Accounts Analysis.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/esorics/YiLBR19,ESORICS (2),2019,Location Privacy-Preserving Mobile Crowd Sensing with Anonymous Reputation.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/icics/YangL19,ICICS,2019,Automated Cyber Threat Intelligence Reports Classification for Early Warning of Cyber Attacks in Next Generation SOC.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,conf/ijcnn/Zhao0CHLS19,IJCNN,2019,Beyond the Power of Mere Repetition: Forms of Social Communication on Twitter through the Lens of Information Flows and Its Effect on Topic Evolution.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,conf/ipccc/WangYRZL19,IPCCC,2019,Adaptive Differentially Private Data Stream Publishing in Spatio-temporal Monitoring of IoT.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,conf/ipccc/WangYRZL19,IPCCC,2019,Adaptive Differentially Private Data Stream Publishing in Spatio-temporal Monitoring of IoT.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,journals/corr/abs-1911-12060,,2019,Reviewing and Improving the Gaussian Mechanism for Differential Privacy.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/corr/abs-1911-12060,,2019,Reviewing and Improving the Gaussian Mechanism for Differential Privacy.,Lam Kwok Yan,Professor,M,N,Cyber Security
Han Yu 0001,35/1096-1,journals/corr/abs-1911-12060,,2019,Reviewing and Improving the Gaussian Mechanism for Differential Privacy.,Yu Han,Assistant Professor,M,N,AI/ML
Kwok-Yan Lam,34243,journals/access/WangLLLNP18,,2018,Spectrum Optimization for Cognitive Satellite Communications With Cournot Game Model.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/access/LiLLNHWW18,,2018,Spectrum Allocation With Asymmetric Monopoly Model for Multibeam-Based Cognitive Satellite Networks.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/access/BadshaYKLNL18,,2018,Privacy Preserving User Based Web Service Recommendations.,Lam Kwok Yan,Professor,M,N,Cyber Security
Kwok-Yan Lam,34243,journals/complexity/WangBZCLWS18,,2018,Behavior-Interior-Aware User Preference Analysis Based on Social Networks.,Lam Kwok Yan,Professor,M,N,Cyber Security
